id,sender_id,receiver_id,amount,status,flowname,bankfees,timestamp,sender_age,receiver_age
60187f84f25afb235f20f021159ebf46,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:18:58.437064+00:00,76,40
b899e57fb5303729141c521edc14910d,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:26:33.458626+00:00,76,40
b9ea123c60d3f11611bcfed314f0cdfa,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 17:47:39.053778+00:00,76,40
6dacd6040b4926ad3d47c950484bf0ec,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:14:09.962350+00:00,76,40
2a8caab9808ded90226f000b157c9c3c,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:29:40.218278+00:00,76,40
b3ee3aa30eaa96a6944bc59abac164d3,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:17:59.052279+00:00,76,40
2746ff3c471320e5a6c185674c9c29c7,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:13:06.060997+00:00,76,40
b01d815e8fe426c9e063b26de072eaa1,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:15:58.770515+00:00,76,40
e4c83db5268bf1a04f9d9c126a245188,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:21:54.709898+00:00,76,40
8d03d2925b7835a585767623b016c77e,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:27:10.060738+00:00,76,40
d4538b1facecdc725f96e2af10aa5dde,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:10:35.008333+00:00,76,40
bb04d1909525b2d9b63aff5db81eb0ce,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:21:12.723484+00:00,76,40
608e81cb0d626117f50eb6d1dcd9f69e,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:23:35.207088+00:00,76,40
ce4e37dd5a4ad04bd8e9f3caf498f9ec,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:26:50.425132+00:00,76,40
a6f12da1896bc640df16af5358018f4d,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:25:39.275826+00:00,76,40
d7aaa5adb0c56678342e475b6cb7ce4f,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:26:19.307988+00:00,76,40
9b5c2286aadaaeadb5c99b7522036c81,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:19:12.396392+00:00,76,40
07b4060d5e375eaecc59d7d995db4b28,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:25:10.938179+00:00,76,40
6f263cc52de85e3b1ed24c4007323e05,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:22:23.047266+00:00,76,40
d7126d9faaee0fb84f194bd81f1c2bb1,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:23:48.245192+00:00,76,40
e8f81ab2ce2d8c300fa056fbf665aade,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,4900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 17:42:42.262747+00:00,76,40
68648555ddbdb14c5d2ae9e640b97203,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:20:05.703132+00:00,76,40
b613b0c73c0e33adcebf653b6dd27ab9,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:31:41.984015+00:00,76,40
9eeefaebde4c6e0ae2b7f0c133525593,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,4900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 17:43:04.655869+00:00,76,40
6a3d12943e792d5229f0023803226a7e,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:20:38.800444+00:00,76,40
9f1fc1d9a0758da95166fb8b1ef5ef29,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:16:12.835819+00:00,76,40
7d0e429f5a6019272499e7d3f7f211e0,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:21:26.604744+00:00,76,40
03adc693867818a632ad19e97dd66ed6,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:12:49.473041+00:00,76,40
97fc676c5c0be5dd70230c3e718a8dc7,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 18:18:43.174937+00:00,76,40
8e5ff4d8d470c4b7ca5d784000ab38b5,a8d88604449da4bbe0b318923b6d860e,68a1ba743df5ea66c42e2e4337d7127a,4900.0,PaymentSucceededV0,e395101288f53121cee2480bc7f24c4b,0,2024-05-22 17:44:03.306753+00:00,76,40
