id,sender_id,receiver_id,amount,status,flowname,bankfees,timestamp,sender_age,receiver_age
f80eca364b97cb87b03478498b2eea53,e4d9c60f688af0b5d4fa9af9e579dc56,8a178326ceafc3658368d75042da9f25,4999.0,PaymentSucceededV0,6e85ede9cf5197f7fa5f36a85a8a6adc,0,2024-06-19 13:48:09.382821+00:00,80,42
a6ee9ef778b140a0a7073fd175354907,57ba12761fc02fbd9bb3591add512606,8a0196a0aa7dfddb3be27a6fa9186ef7,2000.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,0,2024-06-22 19:01:47.549376+00:00,59,79
49f3f8fb4b9720a08c5c57940487c6fd,9cde10a283f4c0e7d47d5e872e2a757d,68875fb5ba57030e9ecfeb674649217d,4600.0,PaymentSucceededV0,233046f509c582591ff83d0915e07895,0,2024-06-24 19:12:19.466062+00:00,77,42
de8efe7c02d565efbf6a3e1ba966a568,9cde10a283f4c0e7d47d5e872e2a757d,68875fb5ba57030e9ecfeb674649217d,4600.0,PaymentSucceededV0,233046f509c582591ff83d0915e07895,0,2024-06-24 19:07:33.709995+00:00,77,42
deca5e00cdfe11de14b4558b7b019956,9cde10a283f4c0e7d47d5e872e2a757d,68875fb5ba57030e9ecfeb674649217d,4600.0,PaymentSucceededV0,233046f509c582591ff83d0915e07895,0,2024-06-24 19:11:46.860648+00:00,77,42
205b32de36522e2aa3fc8689934349f1,88b995024fb9ee5307d9e11f41b73d25,35ed2aaaf83404bd7b515070e7ace6a9,400.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,0,2024-06-06 07:03:34.229887+00:00,64,73
01ca49ea2f89f380d05b0daaf96ba340,88b995024fb9ee5307d9e11f41b73d25,35ed2aaaf83404bd7b515070e7ace6a9,4000.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,0,2024-06-06 07:02:38.966166+00:00,64,73
d9f1c7b35656d481c382d0896adc0423,88b995024fb9ee5307d9e11f41b73d25,35ed2aaaf83404bd7b515070e7ace6a9,10000.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,7500,2024-06-07 16:10:41.883386+00:00,64,73
18a42cf12fb6825d6bc11f962a9fef87,88b995024fb9ee5307d9e11f41b73d25,35ed2aaaf83404bd7b515070e7ace6a9,100.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,0,2024-06-06 07:04:19.371104+00:00,64,73
d790ee6210c359f32dfdb3d00b751efb,391e8609f6b62b2f0ea88e1a5f95428c,d548d56705a5d6b05bd17cb76e6885ba,2799.0,PaymentSucceededV0,06a380d2a2da7b3c0553297dd2b6c18c,0,2024-06-07 09:58:11.504662+00:00,83,54
